uid,neg_density,num_density,len_words,ttr,qmark_ratio,clause_ratio,z_neg_density,z_num_density,z_len_words,z_ttr,z_qmark_ratio,z_clause_ratio,QDI
AEE_20240503_EC,0.0002952465308532625,0.0,20.403614457831324,0.2866843814585179,0.07228915662650602,1.6746987951807228,-0.5537162582040895,-0.026144349280800117,-0.05373121241449711,-0.3378880071951285,-0.5343862321794178,0.9067690599383466,-0.0998494998892644
AEE_20240802_EC,0.00031357792411414236,0.0,22.617021276595743,0.27845719661335844,0.11347517730496454,1.8156028368794326,-0.5419561211453675,-0.026144349280800117,0.3162067151612907,-0.41928865988872127,-0.14421047484975708,1.2302706772749479,0.06914629787859876
AEE_20250214_EC,0.0012642225031605564,0.0,23.264705882352942,0.2472819216182048,0.09411764705882353,1.7117647058823529,0.06791080956824089,-0.026144349280800117,0.42445753410035586,-0.7277401873879271,-0.327594033139724,0.9918686916839784,0.06712641092402065
AFL_20221101_EC,0.0022222222222222222,0.0,16.666666666666668,0.2568888888888889,0.07407407407407407,1.0074074074074073,0.6824962825898169,-0.026144349280800117,-0.6783062835684226,-0.6326878188125725,-0.517476817154527,-0.6252653698549434,-0.29956405934690816
AFL_20230202_EC,0.0005319148936170213,0.0,14.351145038167939,0.35,0.061068702290076333,1.083969465648855,-0.4018864248708671,-0.026144349280800117,-1.0653111781236444,0.2885635399592499,-0.6406832037290175,-0.4494865251239467,-0.3824913568615043
AFL_20230427_EC,0.003616636528028933,0.0,17.555555555555557,0.39511754068716093,0.3333333333333333,0.9682539682539683,1.5770547659280632,-0.026144349280800117,-0.5297417672703008,0.7349613454036533,1.9386157152108587,-0.7151577585879185,0.49659799190059273
AFL_20230802_EC,0.0005076142131979696,0.0,16.016260162601625,0.34822335025380713,0.0975609756097561,0.8699186991869918,-0.41747603817964485,-0.026144349280800117,-0.7870120272011949,0.2709851760753883,-0.29497366091236654,-0.9409257223800319,-0.365924436979775
AFL_20231102_EC,0.0,0.0,17.016393442622952,0.430635838150289,0.09836065573770492,0.9180327868852459,-0.743125738407446,-0.026144349280800117,-0.6198546705986697,1.0863832048219308,-0.2873978914060131,-0.8304605788723507,-0.23676667062389145
AFL_20240201_EC,0.0017289073305670815,0.0,17.214285714285715,0.31051175656984786,0.10714285714285714,1.1011904761904763,0.3660200248165655,-0.026144349280800117,-0.5867799297776155,-0.10213739230788757,-0.2041997084344523,-0.4099488035992691,-0.16053169309724316
AFL_20240801_EC,0.001375515818431912,0.0,14.396039603960396,0.36657496561210456,0.16831683168316833,0.6633663366336634,0.13930880003652688,-0.026144349280800117,-1.0578077212408525,0.45255803438135994,0.3753319251621693,-1.415149332612425,-0.2553171072590036
AFL_20241031_EC,0.0,0.0,13.777777777777779,0.42036290322580644,0.20833333333333334,0.75,-0.743125738407446,-0.026144349280800117,-1.1611409615373183,0.9847416805739756,0.7544282442489766,-1.2162470876737606,-0.23458136867939547
AFL_20250206_EC,0.000556947925368978,0.0,14.900414937759336,0.2832080200501253,0.0995850622406639,0.8381742738589212,-0.3858269862778062,-0.026144349280800117,-0.9735089090549913,-0.37228350127576376,-0.2757984766846669,-1.01380775479902,-0.5078949962288414
AFL_20250501_EC,0.0015533980582524273,0.0,15.419161676646707,0.31805825242718444,0.09580838323353294,0.9401197604790419,0.25342557724112613,-0.026144349280800117,-0.8868081309179572,-0.027471549750804916,-0.3115768443813808,-0.7797510918092182,-0.2963877314831725
ALC_20250226_EC,0.00015634771732332708,0.0,34.950819672131146,0.199343339587242,0.08743169398907104,2.1038251366120218,-0.6428240014704903,-0.026144349280800117,2.377617107006466,-1.2020496796344313,-0.3909334079928443,1.8920003125067033,0.3346109968557672
ALC_20250514_EC,0.0008088433540037746,0.0,25.06081081081081,0.26610946346724185,0.06756756756756757,1.6283783783783783,-0.22422853475516646,-0.026144349280800117,0.7246496765069985,-0.5414584611387284,-0.5791162050324227,0.8004220057970234,0.025687355349484037
ALL_2025206_EC,0.0027184466019417475,0.0,32.59493670886076,0.2998058252427184,0.08860759493670886,2.5063291139240507,1.000839063977555,-0.026144349280800117,1.9838664175015586,-0.20806302958512185,-0.379793510638565,2.816109274003216,0.8644689776629738
AMAT_20240815_EC,0.0,0.0,20.387096774193548,0.35548523206751054,0.23655913978494625,1.2365591397849462,-0.743125738407446,-0.026144349280800117,-0.05649189680451016,0.3428350166398655,1.021825415111337,-0.09915586195218551,0.0732904308843768
AMAT_20250213_EC,0.0008413967185527977,0.0,24.379487179487178,0.23706352545225073,0.1076923076923077,1.6307692307692307,-0.20334457774377895,-0.026144349280800117,0.6107765963106639,-0.8288420992867168,-0.19899448878187245,0.8059111642762932,0.02656037424896479
AMD_20220802_EC,0.0011248593925759281,0.0,26.405940594059405,0.2887139107611549,0.10891089108910891,1.5742574257425743,-0.02149479414561435,-0.026144349280800117,0.949468051564339,-0.31780762575181815,-0.1874502392553591,0.6761656998855337,0.17878945716938013
AMD_20221101_EC,0.001497454327643007,0.0,25.295454545454547,0.27313566936208444,0.06818181818181818,1.696969696969697,0.21753600080903843,-0.026144349280800117,0.7638668760641965,-0.4719404234911044,-0.573297101981013,0.957900827781339,0.14465363831694275
AMD_20230131_EC,0.0013499831252109348,0.0,30.54639175257732,0.2672966587917651,0.16494845360824742,1.8453608247422681,0.12292881366649024,-0.026144349280800117,1.6414826906382023,-0.5297122227704688,0.34342159625189694,1.2985920475227568,0.47509476267134626
AMD_20230502_EC,0.0009718172983479105,0.0,26.272340425531915,0.19857466796242307,0.09787234042553192,1.7574468085106383,-0.11967587499756432,-0.026144349280800117,0.9271387765978756,-1.2096549994546273,-0.29202394640244594,1.096750240186233,0.06273164110811184
AMD_20230801_EC,0.002369668246445498,0.0,26.049382716049383,0.3175355450236967,0.2345679012345679,1.5061728395061729,0.7770873171583557,-0.026144349280800117,0.8898747218006399,-0.03264327308174605,1.0029614171669023,0.5198502848155708,0.5218310197631538
AMD_20231031_EC,0.0007158196134574087,0.0,38.44954128440367,0.24600334049152947,0.1926605504587156,2.5688073394495414,-0.2839060466044623,-0.026144349280800117,2.96237622649415,-0.7403906067223508,0.6059521393271503,2.9595530444029,0.9129067346027645
AMD_20240130_EC,0.0009195402298850574,0.0,37.17948717948718,0.2354022988505747,0.1282051282051282,2.1965811965811968,-0.15321317799478554,-0.026144349280800117,2.7501056310036174,-0.8452784541509143,-0.004666288418897036,2.1049589690224706,0.6376270550301152
AMD_20240430_EC,0.0006140620202640467,0.0,29.34234234234234,0.26650291679459626,0.18018018018018017,1.7387387387387387,-0.3491865861515244,-0.026144349280800117,1.440243795128779,-0.5375655915540662,0.48771935439269654,1.0537983790792502,0.3448108336023892
AMD_20240730_EC,0.0,0.0,21.0125,0.34741225461035097,0.1375,1.0125,-0.743125738407446,-0.026144349280800117,0.04803492189536281,0.26296010844692647,0.0833886773705765,-0.613573285509607,-0.1647432775808312
AMD_20241029_EC,0.0013767783386874712,0.0,25.94047619047619,0.28820559889857733,0.21428571428571427,1.3928571428571428,0.14011874454175305,-0.026144349280800117,0.871672620845463,-0.32283691805100023,0.8108181238185899,0.2596887543609011,0.28888616270581774
AMD_20250204_EC,0.0,0.0,25.2,0.48412698412698413,0.32,1.52,-0.743125738407446,-0.026144349280800117,0.7479130728935456,1.6156303626019197,1.812302384974925,0.55159606534109,0.6596952996872057
AMD_20250506_EC,0.00046904315196998124,0.0,28.426666666666666,0.3156660412757974,0.22666666666666666,1.8533333333333333,-0.4422205275965791,-0.026144349280800117,1.2872022670557275,-0.05114034445624622,0.9281090733233858,1.3168961315812848,0.5021170417711288
AME_20240801_EC,0.0019522776572668114,0.0,14.012158054711247,0.24446854663774403,0.06382978723404255,0.8662613981762918,0.5093187702777849,-0.026144349280800117,-1.1219677950058227,-0.7555760223656804,-0.6145260661537671,-0.9493225204972792,-0.4930363305042607
AME_20241031_EC,0.0013029315960912053,0.0,17.443181818181817,0.36351791530944627,0.125,1.1022727272727273,0.09274385045088404,-0.026144349280800117,-0.5485233609500355,0.42231124952883026,-0.035030069725611866,-0.4074640631244634,-0.08368445718353278
AME_20250204_EC,0.00034234851078397807,0.0,12.170833333333333,0.2985279014036289,0.07083333333333333,0.7625,-0.5234989292842799,-0.026144349280800117,-1.4297177511575168,-0.2207069456454002,-0.5481779738090943,-1.1875483351897533,-0.6559657140611407
AMGN_20250501_EC,0.0011911852293031567,0.0,21.805194805194805,0.32042882668254913,0.025974025974025976,1.422077922077922,0.021055213884118417,-0.026144349280800117,0.180522032239388,-0.004016832824291812,-0.9731526116564537,0.3267767471806586,-0.07915996674289678
AMT_20240430_EC,0.0016544552115339162,0.0,26.117283950617285,0.25029543843063107,0.11728395061728394,1.4382716049382716,0.31825676363495004,-0.026144349280800117,0.9012234001289687,-0.6979241275750814,-0.10812806176029603,0.36395582687775313,0.12520657533758237
AMT_20241029_EC,0.0008032128514056225,0.0,26.302816901408452,0.2639892904953146,0.02112676056338028,1.3380281690140845,-0.22784067057711002,-0.026144349280800117,0.9322324648570782,-0.5624356808057611,-1.0190731793981622,0.13380690241897783,-0.12824241879762957
ANET_20221031_EC,0.0009286488159727596,0.0,18.72753623188406,0.22736418511066397,0.09565217391304348,1.2782608695652173,-0.14736974758673563,-0.026144349280800117,-0.33386268219462517,-0.924808416971555,-0.3130566933427495,-0.003412852262668985,-0.29144245693985577
ANET_20230213_EC,0.0020689655172413794,0.0,17.791411042944784,0.3041379310344828,0.24539877300613497,1.0674846625766872,0.5841775225210402,-0.026144349280800117,-0.4903220413200328,-0.1652007084358907,1.105567678378778,-0.4873339877732065,0.08679068568164801
ANET_20230501_EC,0.00024108003857280618,0.0,15.771863117870723,0.2668756027000964,0.09505703422053231,1.0874524714828897,-0.5884656830919281,-0.026144349280800117,-0.827859347028224,-0.5338781970772952,-0.31869474908150014,-0.4414898913374415,-0.4560887028161982
ANET_20230731_EC,0.0011597564511452595,0.0,21.96815286624204,0.27979124383879383,0.07643312101910828,1.4331210191082802,0.0008927126783971448,-0.026144349280800117,0.20775804094529546,-0.4060894530010324,-0.4951283864687637,0.35213059584714845,-0.06109680654662586
ANET_20231030_EC,0.002395926924228811,0.0,18.758426966292134,0.2842168313866427,0.06179775280898876,1.1404494382022472,0.7939330443389291,-0.026144349280800117,-0.32869975680226704,-0.3623022132917544,-0.6337765438074626,-0.31981414491488036,-0.14613399395970592
ANET_20240212_EC,0.0006901311249137336,0.0,17.670731707317074,0.37888198757763975,0.10975609756097561,1.1097560975609757,-0.3003859803337619,-0.026144349280800117,-0.5104917918353309,0.5743250348272496,-0.1794431759404756,-0.3902829917925742,-0.1387372090592822
ANET_20240730_EC,0.0010416666666666667,0.0,22.58823529411765,0.34270833333333334,0.10588235294117647,1.4588235294117646,-0.07486541606497905,-0.026144349280800117,0.31139556765288834,0.21641900485256652,-0.21614109469625273,0.4111409943605363,0.10363411780399322
ANET_20241107_EC,0.0017467248908296944,0.0,19.74137931034483,0.40262008733624455,0.1724137931034483,1.4310344827586208,0.3774505226384375,-0.026144349280800117,-0.16441393732168683,0.809192349762192,0.41414448822544714,0.3473401166273277,0.29292819844181955
ANET_20250218_EC,0.0,0.0,20.07751937984496,0.33552123552123553,0.09302325581395349,1.441860465116279,-0.743125738407446,-0.026144349280800117,-0.10823313963376965,0.14530908525210126,-0.33796174834376785,0.3721954916736207,-0.11632673312334359
ANET_20250506_EC,0.00047460844803037496,0.0,19.87735849056604,0.35500711912672045,0.16981132075471697,1.2547169811320755,-0.43865022371889906,-0.026144349280800117,-0.14168704604348537,0.33810451572441996,0.3894899670343082,-0.057467270394974554,0.010607598886761514
AON_20221028_EC,0.0,0.0,32.84615384615385,0.5058548009367682,0.15384615384615385,2.3846153846153846,-0.743125738407446,-0.026144349280800117,2.0258536140502734,1.8306077215904986,0.23824396203482265,2.5366666986964264,0.977016984780629
AON_20230202_EC,0.003246753246753247,0.0,22.871287128712872,0.25476190476190474,0.09900990099009901,1.6287128712871286,1.3397635779846588,-0.026144349280800117,0.3587034589085656,-0.6537324287811073,-0.2812472666582805,0.8011899681326938,0.25642216005095503
AON_20230428_EC,0.00598380851812742,0.0,22.37007874015748,0.29109468497008095,0.1889763779527559,1.4015748031496063,3.095666398385606,-0.026144349280800117,0.27493395437198637,-0.2942519893865216,0.5710501319477925,0.2797036323587465,0.6501596297328015
AON_20231027_EC,0.0055658627087198514,0.0,27.252808988764045,0.23665223665223664,0.0898876404494382,1.9943820224719102,2.8275416611218764,-0.026144349280800117,1.0910094691702332,-0.8329114349582509,-0.3676669997710845,1.6407298450038215,0.7220930318809659
AON_20240201_EC,0.003461296412838263,0.0,24.259541984732824,0.26777847702957835,0.20610687022900764,1.6870229007633588,1.4773994358960314,-0.026144349280800117,0.5907295464895786,-0.5249450612473203,0.7333358465473654,0.935063976394574,0.5309065657999048
AON_20240426_EC,0.0,0.0,24.657894736842106,0.4023479188900747,0.07894736842105263,1.631578947368421,-0.743125738407446,-0.026144349280800117,0.6573082659143624,0.8064994858509283,-0.471309664290516,0.8077701927772815,0.17183303209396836
AON_20240726_EC,0.0035344940437230005,0.0,25.04590163934426,0.19897892394292446,0.07213114754098361,1.7737704918032786,1.5243579054093812,-0.026144349280800117,0.7221578309287483,-1.205655247256588,-0.535883131214408,1.1342277879016578,0.26884346608133186
AON_20250130_EC,0.0024132730015082957,0.0,29.07894736842105,0.2739064856711916,0.09649122807017543,2.0701754385964914,0.8050610717253281,-0.026144349280800117,1.3962212548708095,-0.46431388393363915,-0.30510791398007636,1.8147439641459595,0.5367433572579302
APD_2022Q4_EC,0.0006611570247933885,0.0,13.565022421524663,0.2952066115702479,0.13004484304932734,0.874439461883408,-0.31897373216032643,-0.026144349280800117,-1.1966998452028443,-0.2535681448660391,0.01276224973024874,-0.9305465024069612,-0.4521950540311204
APD_2023Q1_EC,0.0,0.0,13.003401360544217,0.25608161130002616,0.06802721088435375,0.8129251700680272,-0.743125738407446,-0.026144349280800117,-1.290566426628667,-0.6406751101977902,-0.5747617741776263,-1.0717771772100502,-0.7245084293170634
APD_2023Q2_EC,0.0,0.0,13.003401360544217,0.25608161130002616,0.06802721088435375,0.8129251700680272,-0.743125738407446,-0.026144349280800117,-1.290566426628667,-0.6406751101977902,-0.5747617741776263,-1.0717771772100502,-0.7245084293170634
APD_2023Q3_EC,0.0008567144998929107,0.0,11.063981042654028,0.2518740629685157,0.04739336492890995,0.7582938388625592,-0.19351776286770023,-0.026144349280800117,-1.6147115982330353,-0.6823050464239465,-0.7702365090431789,-1.1972052613810542,-0.7473534212049525
APD_2023Q4_EC,0.0013221683561040105,0.0,11.345,0.250110180696342,0.07,0.6775,0.10508480735998667,-0.026144349280800117,-1.5677434720807402,-0.6997570875451662,-0.5560725569488401,-1.382699852081003,-0.6878887517627604
APD_2024Q1_EC,0.002277904328018223,0.0,13.80503144654088,0.3339407744874715,0.2389937106918239,0.8490566037735849,0.718218018879042,-0.026144349280800117,-1.1565859174055364,0.12967183361299714,1.0448893220320798,-0.9888230113854005,-0.046462350591269665
APD_2024Q2_EC,0.0011331444759206798,0.0,12.607142857142858,0.373371104815864,0.2857142857142857,0.6928571428571428,-0.0161796653776803,-0.026144349280800117,-1.3567951236263625,0.5197997674157185,1.4874966786539512,-1.3474413847435083,-0.12321067949311358
APD_2024Q3_EC,0.0004411116012351125,0.0,9.708779443254818,0.25474194971327746,0.07066381156316917,0.6038543897216274,-0.4601394528102831,-0.026144349280800117,-1.841213327096868,-0.6539298661808212,-0.5497839382593638,-1.5517828233540172,-0.8471656261636923
APD_2024Q4_EC,0.0,0.0,19.323529411764707,0.4840182648401826,0.3235294117647059,1.1764705882352942,-0.743125738407446,-0.026144349280800117,-0.23425131389793385,1.6145546822723074,1.8457382665079665,-0.23711317939586385,0.369943061299705
APH_20230125_EC,0.0024174053182917004,0.0,23.865384615384617,0.3964544721998388,0.15384615384615385,1.5576923076923077,0.8077120765371993,-0.026144349280800117,0.5248520227017026,0.7481890897398757,0.23824396203482265,0.6381338420620967,0.48849777396581623
APH_20230426_EC,0.0020470829068577278,0.0,27.13888888888889,0.4216990788126919,0.19444444444444445,1.75,0.5701391734631135,-0.026144349280800117,1.0719694240688238,0.997961945699016,0.6228518585865451,1.0796531110468244,0.7194051939305871
APH_20231025_EC,0.0013717421124828531,0.0,23.516129032258064,0.3731138545953361,0.11290322580645161,2.0161290322580645,0.13688785480074087,-0.026144349280800117,0.46647916258363603,0.5172545060352278,-0.14962885723805214,1.6906588090934316,0.4392511876656973
APH_20240124_EC,0.0,0.0,25.3,0.6324110671936759,0.4,2.5,-0.743125738407446,-0.026144349280800117,0.7646265809770846,3.082769046474011,2.57018236639053,2.801578260087263,1.408314361040107
APH_20240424_EC,0.0,0.0,16.696428571428573,0.4042780748663102,0.14285714285714285,1.0892857142857142,-0.743125738407446,-0.026144349280800117,-0.6733320252102265,0.8255966569031196,0.13413956898322843,-0.43728094882213364,-0.1533578059723764
APH_20240724_EC,0.0,0.0,23.216666666666665,0.38837042354630297,0.11666666666666667,1.4333333333333333,-0.743125738407446,-0.026144349280800117,0.41642849590336134,0.6682046419379345,-0.11397590112307068,0.3526180481186393,0.09233419952476972
APH_20241023_EC,0.0,0.0,29.923076923076923,0.26080860014021967,0.11188811188811189,2.3426573426573425,-0.743125738407446,-0.026144349280800117,1.537304916223758,-0.5939057736496427,-0.1592455387076275,2.4403352218270307,0.40920312300087874
APH_20250423_EC,0.004319654427645789,0.0,20.57777777777778,0.3369330453563715,0.2111111111111111,1.0666666666666667,2.0280617754101278,-0.026144349280800117,-0.024622411856686968,0.15927768377300547,0.7807435213814627,-0.4892120247455753,0.4046840324469223
APO_20250204_EC,0.0,0.0,11.702380952380953,0.4211597151576806,0.05952380952380952,0.5476190476190477,-0.743125738407446,-0.026144349280800117,-1.5080125777155222,0.9926254236220924,-0.6553187449913599,-1.68089355646245,-0.6034782572059143
APO_20250502_EC,0.0013689253935660506,0.0,13.654205607476635,0.3887748117727584,0.06542056074766354,0.8317757009345794,0.13508084536910192,-0.026144349280800117,-1.181794206209604,0.6722057025916822,-0.5994558736420232,-1.0284982396475444,-0.33810102013653126
APP_20230809_EC,0.0,0.0,30.710526315789473,0.3161953727506427,0.14473684210526316,1.7105263157894737,-0.743125738407446,-0.026144349280800117,1.668915334128546,-0.045903081850068056,0.1519468993736328,0.9890254716236434,0.332452422597918
APP_20230811_EC,0.0,0.0,25.966666666666665,0.4672657252888318,0.1,1.6666666666666667,-0.743125738407446,-0.026144349280800117,0.8760499682006754,1.448803252175594,-0.27186756391798833,0.8883280944867759,0.36200727720946846
APP_20240213_EC,0.0,0.0,36.0,0.34672619047619047,0.21428571428571427,1.8928571428571428,-0.743125738407446,-0.026144349280800117,2.5529719459157247,0.2561721160338002,0.8108181238185899,1.4076388537211937,0.709721825300177
APP_20240508_EC,0.0,0.0,35.06818181818182,0.3681140635126377,0.45454545454545453,1.9772727272727273,-0.743125738407446,-0.026144349280800117,2.39723243877366,0.46778603472663577,3.0869187173557147,1.6014486107560484,1.1306859523206354
APP_20240611_EC,0.0,0.0,28.857142857142858,0.25935093509350937,0.16666666666666666,1.5158730158730158,-0.743125738407446,-0.026144349280800117,1.359149939948675,-0.6083280685711755,0.3596990872616822,0.5421209216638302,0.14722863210246098
APP_20240807_EC,0.0,0.0,33.2967032967033,0.2755775577557756,0.10989010989010989,1.8681318681318682,-0.743125738407446,-0.026144349280800117,2.1011562328881954,-0.4477801168014696,-0.17817361017155373,1.3508720905660145,0.34280075146549005
APP_20250507_EC,0.0,0.0,37.320754716981135,0.3402426693629929,0.18867924528301888,1.9056603773584906,-0.743125738407446,-0.026144349280800117,2.7737163923020853,0.1920234600476052,0.5682352456700642,1.4370338023571043,0.7002898021147689
ARM_20240731_EC,0.0007396449704142012,0.0,21.125,0.3742603550295858,0.109375,1.0625,-0.2686213675133866,-0.026144349280800117,0.06683761848934397,0.5285981047774301,-0.18305350359584718,-0.4987782755735777,-0.06352696211613958
ARM_20241106_EC,0.0,0.0,21.936507936507937,0.3704775687409551,0.2857142857142857,1.0317460317460319,-0.743125738407446,-0.026144349280800117,0.20246906305615603,0.4911708099384084,1.4874966786539512,-0.5693863173993097,0.14041335776015998
ARM_20250205_EC,0.0,0.0,21.59006211180124,0.27876869965477563,0.09316770186335403,1.3167701863354038,-0.743125738407446,-0.026144349280800117,0.14456581213872025,-0.41620661525685454,-0.3365933387283273,0.08500069576259599,-0.2154172556286853
ASML_20220720_EC,0.001936644072485821,0.0,15.380851063829788,0.20528427168349703,0.02553191489361702,1.3340425531914895,0.4992893580488765,-0.026144349280800117,-0.8932111782879664,-1.1432694578033877,-0.9773409508740035,0.12465632625985797,-0.4026700419895705
ASML_20221019_EC,0.0005367686527106817,0.0,14.404639175257731,0.23098944354983003,0.06958762886597938,1.0695876288659794,-0.39877259323902503,-0.026144349280800117,-1.0563704311969226,-0.8889397196364396,-0.5599791547911886,-0.4825057870517179,-0.5687853391993489
ASML_20230125_EC,0.0009633911368015414,0.0,20.899328859060404,0.27713551701991007,0.06711409395973154,1.6442953020134228,-0.1250815096514072,-0.026144349280800117,0.02912005410619056,-0.4323655000938855,-0.5834121871509131,0.8369656739337424,-0.05015296968951216
ASML_20230419_EC,0.0013402259237985832,0.0,17.585858585858585,0.22171165996553704,0.05387205387205387,1.138047138047138,0.1166692771279509,-0.026144349280800117,-0.5246770678510471,-0.9807351093748494,-0.7088606508453362,-0.32532958631838216,-0.4081795810904107
ASML_20231018_EC,0.0015229392727964973,0.0,15.72754491017964,0.21340186560060917,0.0688622754491018,1.0029940119760479,0.23388535536566388,-0.026144349280800117,-0.8352664742531525,-1.0629531095517446,-0.5668507902174753,-0.6353980853028341,-0.48212124220672375
ASML_20240124_EC,0.0004943968358602505,0.0,16.355795148247978,0.2112722478576137,0.05390835579514825,1.1347708894878705,-0.42595538106626196,-0.026144349280800117,-0.7302638199287498,-1.0840237768006615,-0.7085167445853349,-0.3328515260366623,-0.5512925996164119
ASML_20240417_EC,0.0,0.0,20.425619834710744,0.22597612785757637,0.08264462809917356,1.4338842975206612,-0.743125738407446,-0.026144349280800117,-0.050053341970942064,-0.9385420048881903,-0.43628367558872905,0.3538830069058131,-0.30671101720504906
