oos_r2
-0.08174570017961225
-0.0895228642052237
-0.08331564942774339
-0.08570930199232318
-0.056679022264024104
-0.06083976484975784
-0.07757471802414129
-0.08701897353908472
-0.06649382865335007
-0.0878170914784886
-0.1095198153624033
-0.08782894542494457
-0.10054832002654224
-0.1039940473159644
-0.08507329519270868
-0.08902298268964626
-0.09358172711212087
-0.08330058089927506
-0.10242033666117578
-0.094360242889717
